price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,sqft_living15,sqft_lot15
336500.0,3,2.0,1830,12891,1.0,0,0,3,7,0,1994,0,98031,47.3924,2320,8709
750000.0,5,2.75,2860,6000,2.5,0,0,4,8,480,1902,0,98144,47.5906,2240,6000
350000.0,3,2.0,1680,81893,1.0,0,0,3,7,0,1991,0,98092,47.3248,2480,38637
815241.0,5,2.25,2060,4800,2.5,0,0,3,8,0,1907,0,98105,47.66,1740,4800
2400000.0,5,3.25,3410,9088,2.0,0,3,3,9,650,1912,0,98119,47.6285,3540,7100
318000.0,3,1.75,1570,12506,1.0,0,0,4,8,0,1959,0,98003,47.3365,2120,13243
431650.0,5,2.5,1710,7700,1.5,0,0,3,7,0,1962,0,98007,47.5922,1530,7700
212000.0,2,1.5,1020,1525,2.0,0,0,3,7,0,2004,0,98133,47.704,1020,3844
700000.0,3,2.5,2410,9916,2.0,0,0,4,10,0,1989,0,98052,47.6911,2310,8212
379770.0,3,2.5,1470,1779,2.0,0,0,3,8,310,2005,0,98029,47.5472,1470,1576
2140000.0,4,3.75,5150,453895,2.0,0,3,3,11,790,1997,0,98053,47.6795,2500,215186
365000.0,4,2.5,1570,9600,1.0,0,0,3,7,770,1972,0,98155,47.7757,1340,9110
395950.0,5,3.5,2738,6031,2.0,0,0,3,8,0,2014,0,98023,47.2962,2738,5201
565000.0,3,1.75,1540,4800,1.0,0,0,4,6,770,1925,0,98105,47.67,1510,4080
725000.0,4,2.5,2130,3420,1.5,0,0,4,7,400,1916,0,98103,47.649,1520,3420
248000.0,3,2.5,1870,4046,2.0,0,0,3,7,0,2007,0,98042,47.342,2130,4800
368500.0,2,1.75,2510,19141,2.0,0,0,3,9,0,1977,0,98092,47.3103,2400,13030
405000.0,3,1.75,1980,8100,1.0,0,0,4,7,670,1949,0,98133,47.7353,1450,8212
122000.0,2,1.0,760,5280,1.0,0,0,3,6,0,1946,0,98168,47.483,1710,6594
240000.0,3,1.0,1550,12670,1.0,0,0,4,7,0,1962,0,98056,47.5024,1550,8880
635000.0,4,2.5,2500,10215,2.0,0,0,3,9,0,1998,0,98075,47.5912,2890,10240
154950.0,4,1.0,1600,10183,1.0,0,0,4,6,0,1966,0,98002,47.277,1410,10416
520000.0,4,1.0,2080,3500,1.5,0,0,5,7,820,1926,0,98136,47.5445,1380,5900
269950.0,3,2.25,1660,7003,2.0,0,0,3,7,0,1996,0,98030,47.3599,1840,6680
175000.0,2,1.0,740,3434,1.0,0,0,5,6,0,1920,0,98022,47.2088,1160,6000
305100.0,3,2.0,1590,35988,1.0,0,0,4,8,0,1974,0,98058,47.4365,2780,23789
460000.0,2,2.25,1230,929,2.0,0,0,3,8,210,2004,0,98122,47.6191,1270,1370
324500.0,2,1.0,1300,6617,1.0,0,0,3,7,0,1986,0,98125,47.7238,1820,7800
680000.0,5,3.25,2440,15815,2.0,0,0,3,8,450,2014,0,98155,47.774,2500,14201
535000.0,6,1.75,2460,6000,1.0,0,0,4,7,1230,1913,0,98115,47.6721,1560,4275
414000.0,5,3.0,3045,5030,2.0,0,0,3,8,0,1999,0,98058,47.4386,3045,5322
596000.0,4,2.25,2270,10000,1.0,0,0,5,8,550,1974,0,98006,47.5599,2270,10148
950000.0,4,3.0,3230,438213,2.0,0,0,3,9,0,1999,0,98070,47.4141,1600,144619
279900.0,3,3.25,2240,5000,2.0,0,0,3,9,700,1989,0,98198,47.4114,1800,7500
373000.0,3,1.0,1290,8974,1.0,0,0,5,7,0,1976,0,98072,47.74,1540,7500
288790.0,4,2.0,1350,942,3.0,0,0,3,7,0,2008,0,98027,47.5401,1390,942
249000.0,3,1.75,1300,8500,1.0,0,0,4,7,0,1964,0,98022,47.209,1410,7800
510000.0,4,1.5,2040,8800,1.0,0,0,4,7,1020,1961,0,98007,47.5965,1490,8800
359000.0,4,1.75,1680,9244,2.0,0,0,3,8,0,1991,0,98166,47.4612,1840,9387
453000.0,4,2.75,2300,37533,1.0,0,3,5,8,750,1979,0,98070,47.3714,2130,10092
427000.0,3,2.5,3192,5653,2.0,0,0,3,8,0,2014,0,98023,47.2956,3000,5134
670000.0,3,1.5,1490,4400,1.5,0,0,4,7,0,1906,0,98122,47.6113,1560,4400
563500.0,4,2.5,2800,12831,2.0,0,0,3,8,0,2001,0,98019,47.7392,2810,10235
169500.0,2,1.0,790,7450,1.0,0,0,4,6,0,1944,0,98058,47.4743,800,7450
465000.0,3,1.75,1490,10757,1.0,0,0,3,7,430,1966,0,98034,47.72,1490,10609
237000.0,3,2.0,1710,7920,1.0,0,0,3,8,450,1968,0,98003,47.3473,1760,8120
485000.0,3,1.0,1260,7250,1.0,0,2,3,7,300,1940,0,98115,47.6947,1540,7250
975000.0,4,2.5,2720,10455,2.0,0,2,3,10,220,1981,0,98006,47.5564,3240,12348
419000.0,4,1.5,2150,23568,1.0,0,0,4,7,0,1950,0,98166,47.4522,2150,10125
320000.0,3,1.75,2300,12000,1.0,0,0,3,8,530,1942,0,98133,47.7599,2030,6000
570000.0,2,1.0,910,4301,1.0,0,0,4,7,0,1923,0,98117,47.6814,1810,4301
223000.0,3,1.0,940,7980,1.0,0,0,3,6,0,1961,0,98146,47.5107,1050,7980
386000.0,3,2.0,1330,8100,1.0,0,0,4,7,0,1969,0,98034,47.7251,1590,8100
311000.0,3,2.0,1190,7840,1.5,0,0,4,6,0,1918,0,98108,47.5531,1460,3240
485000.0,2,2.0,1510,3961,1.0,0,0,3,8,0,2010,0,98053,47.709,1510,3962
748000.0,4,2.5,3220,8379,2.0,0,0,3,10,0,2004,0,98034,47.7043,2720,7635
337000.0,4,2.5,2610,5240,2.0,0,0,3,8,0,2004,0,98038,47.345,2480,5240
570000.0,1,1.0,720,7540,1.0,1,4,4,6,0,1905,0,98198,47.3509,1120,9736
265000.0,3,2.25,1510,6071,1.0,0,0,4,7,360,1985,0,98042,47.3619,1510,7271
374500.0,4,2.5,3135,5811,2.0,0,0,3,9,0,2005,0,98092,47.3263,3008,5799
553000.0,3,2.75,3160,9072,2.0,0,0,3,9,0,2005,0,98056,47.5147,3160,9072
640000.0,3,2.5,2370,11172,2.0,0,0,3,9,0,1993,0,98056,47.5345,2550,11558
376500.0,3,2.0,1630,7800,1.0,0,0,5,7,0,1950,0,98125,47.7326,1470,7800
447000.0,3,1.0,1310,7000,1.0,0,0,4,7,0,1958,0,98008,47.6019,1280,7300
699950.0,4,2.0,2070,7830,1.0,0,1,5,7,890,1941,0,98125,47.7058,2390,7830
172380.0,3,1.0,970,8378,1.0,0,0,4,6,0,1962,0,98023,47.3078,1050,8563
546000.0,3,2.5,1530,3464,2.0,0,0,3,8,0,1998,0,98007,47.6179,1530,3446
286000.0,2,1.0,1170,6543,1.0,0,0,3,7,0,1913,0,98136,47.537,1550,7225
545000.0,2,1.5,1620,3760,2.0,0,0,5,7,450,1924,0,98144,47.6012,2130,4000
273000.0,3,2.5,1650,5994,2.0,0,0,4,7,0,1989,0,98030,47.3603,1930,6666
350000.0,2,1.0,910,4500,1.5,0,0,4,7,0,1906,0,98118,47.5633,1270,3500
826000.0,4,2.5,3060,7140,2.0,0,0,3,9,0,2006,0,98027,47.5393,3240,6218
458000.0,3,2.5,1870,5013,2.0,0,0,3,8,0,2003,0,98011,47.7552,2040,5555
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,0,1954,0,98148,47.4366,1290,8750
230000.0,3,2.5,1920,9180,2.0,0,0,3,8,0,1988,0,98055,47.4818,1930,7252
283000.0,3,2.25,2130,8800,1.0,0,0,3,8,860,1978,0,98030,47.383,1960,8075
485000.0,2,1.0,1080,4080,1.0,0,0,3,8,0,1948,0,98115,47.6899,1890,4080
583000.0,4,2.5,1840,4011,2.0,0,0,3,9,0,2005,0,98052,47.6662,2120,4011
364000.0,4,1.75,2010,8625,1.0,0,0,4,7,670,1957,0,98133,47.7496,1500,8400
675000.0,3,1.75,1680,10500,1.0,0,0,4,8,0,1959,0,98005,47.6098,2250,10400
150000.0,2,1.0,720,212137,1.0,0,0,3,5,0,1982,0,98058,47.422,2010,109642
435000.0,4,1.75,2520,7200,1.0,0,2,5,7,1260,1955,0,98056,47.4835,2360,7300
575000.0,5,2.5,2760,4000,1.5,0,0,3,8,1030,1926,2014,98122,47.6074,1680,4000
755000.0,3,2.25,3020,13031,2.0,0,0,3,9,0,1989,0,98052,47.6897,2480,10204
830000.0,3,2.5,2760,11287,2.0,0,3,3,10,760,1991,0,98028,47.739,2760,13719
420000.0,2,1.0,1460,7832,1.0,0,0,3,6,0,1924,0,98166,47.4617,1460,7632
298950.0,5,2.25,2300,11505,1.0,0,0,3,8,1000,1963,0,98030,47.3812,2350,11505
300000.0,3,2.5,1800,3253,2.0,0,0,3,7,0,2001,0,98108,47.5401,1800,3081
407500.0,3,3.5,1522,1465,2.0,0,0,3,8,274,2006,0,98117,47.6922,1522,1341
367500.0,2,1.0,810,4800,1.0,0,0,3,6,0,1919,0,98118,47.5614,1040,4800
580000.0,3,2.5,1910,11550,1.5,0,0,3,8,0,2003,0,98074,47.6213,2230,11550
165000.0,3,1.5,1630,22764,1.0,0,0,3,7,0,1970,0,98032,47.3611,1620,17859
379900.0,5,3.5,2800,7350,2.0,0,0,3,7,0,1995,0,98106,47.5273,2190,7620
337000.0,3,1.0,1070,6109,1.0,0,0,5,7,0,1951,0,98125,47.7207,1170,7200
640000.0,4,2.75,3150,7379,1.5,0,0,4,7,720,1915,0,98115,47.6968,1990,7379
760000.0,3,3.25,3320,15022,2.0,0,0,3,10,0,1989,0,98166,47.429,3430,15018
545000.0,4,2.75,3410,35040,2.0,0,0,3,9,0,1984,0,98038,47.4054,2580,37263
298000.0,3,2.5,1950,3600,2.0,0,0,3,7,0,2010,0,98038,47.3658,1870,4184
341500.0,5,2.25,3120,10400,2.0,0,0,3,8,0,1980,0,98023,47.3097,2160,8267
890000.0,5,3.5,4490,6000,2.0,0,0,3,10,1290,2006,0,98027,47.5396,4530,6000
257500.0,3,2.0,1300,9334,1.0,0,0,5,7,0,1981,0,98178,47.4865,2210,9636
385000.0,4,1.75,1690,4080,1.0,0,0,4,7,820,1984,0,98144,47.572,1320,4080
679000.0,4,1.75,2260,41236,1.0,0,0,4,8,570,1962,0,98029,47.5528,3080,30240
250000.0,3,1.75,1910,10230,1.0,0,0,4,7,620,1964,0,98031,47.4185,1590,10800
665000.0,3,2.0,1620,2640,1.5,0,0,5,8,0,1929,0,98115,47.6884,1470,4080
100000.0,4,1.0,1120,2685,1.0,0,0,3,5,260,1939,0,98055,47.4904,1120,4838
375000.0,3,1.5,1370,9720,2.0,0,0,3,7,0,1968,0,98034,47.7302,1510,8775
921500.0,3,1.5,1900,5000,1.5,0,0,3,7,260,1926,0,98115,47.6779,2090,5000
525000.0,3,1.0,1010,3520,1.0,0,0,3,7,0,1902,0,98102,47.6208,1300,1233
1400000.0,9,4.0,4620,5508,2.5,0,0,3,11,750,1915,0,98105,47.6684,2710,4320
160000.0,4,1.0,1520,7298,1.5,0,0,3,7,0,1960,0,98198,47.3706,1520,7298
730000.0,2,1.0,1860,3400,1.0,0,0,3,7,850,1920,0,98105,47.6714,1540,3997
248000.0,5,1.5,1510,9078,1.0,0,0,4,7,0,1959,0,98168,47.4852,1480,9078
180000.0,4,1.0,1470,18581,1.5,0,0,3,6,0,1924,0,98055,47.4336,1770,18581
288790.0,4,2.0,1390,745,3.0,0,0,3,7,0,2008,0,98027,47.5401,1390,942
512000.0,2,2.25,1170,1313,3.0,0,0,3,8,0,2007,0,98107,47.6712,1310,1304
535000.0,4,2.5,2880,23994,2.0,0,3,3,9,0,2002,0,98022,47.2124,2470,17009
390000.0,3,1.0,1240,11108,1.0,0,0,4,7,0,1952,0,98166,47.4465,2220,16533
290000.0,3,1.75,1280,10716,1.0,0,0,4,7,0,1969,0,98059,47.4755,1440,9870
536000.0,2,1.5,1130,746,2.0,0,0,3,8,100,2009,0,98107,47.6684,1520,1519
532000.0,5,3.0,3480,57499,1.0,0,0,4,8,1140,1976,0,98027,47.4574,2020,40946
753000.0,3,1.75,2360,8290,1.0,0,0,4,7,1180,1950,0,98115,47.6738,1880,7670
425000.0,4,2.5,2390,5021,2.0,0,0,3,7,0,2002,0,98065,47.5353,2520,5333
327000.0,4,1.75,1840,5100,1.0,0,0,4,5,0,1933,0,98056,47.5209,2160,5400
475000.0,4,2.25,1970,7532,1.0,0,0,3,8,580,1983,0,98052,47.7219,1970,8248
980000.0,5,2.5,2750,6000,1.5,0,0,3,8,1000,1904,1994,98103,47.6729,1520,4158
530000.0,3,0.75,920,20412,1.0,1,2,5,6,0,1950,0,98070,47.4781,1162,54705
450000.0,3,1.75,1540,61419,1.0,0,0,3,7,0,1967,0,98028,47.7663,3790,8529
790000.0,4,2.5,3020,36893,2.0,0,0,3,9,0,1986,2007,98077,47.768,3020,36444
185000.0,3,1.0,1320,7155,1.0,0,0,4,6,0,1961,0,98002,47.2857,1070,8100
583000.0,3,2.25,1830,8276,1.0,0,0,3,8,480,1989,0,98074,47.6336,1920,8276
400000.0,4,2.25,1970,8941,2.0,0,0,3,7,0,1973,0,98034,47.7223,1880,7793
390000.0,3,2.0,1710,8910,1.0,0,0,5,7,0,1953,0,98133,47.7719,1430,8493
653000.0,3,3.0,3040,5067,3.0,0,2,3,10,0,1993,0,98118,47.5409,1820,5998
246000.0,4,1.5,2120,7110,1.5,0,0,3,6,0,1919,0,98030,47.3846,1540,7110
450500.0,2,1.0,1330,3698,1.0,0,0,3,7,0,1952,0,98117,47.6866,1900,5000
922000.0,4,2.5,2620,14126,1.0,0,4,4,8,1000,1941,0,98117,47.6983,2620,8905
399950.0,4,2.75,1920,4400,1.0,0,0,4,6,960,1906,0,98106,47.5532,1040,4400
830000.0,5,3.5,2880,3750,2.0,0,2,3,8,610,2001,0,98144,47.5905,2060,4000
1500000.0,5,3.5,4370,12240,2.0,0,0,3,11,1100,1990,0,98004,47.582,2980,12800
620000.0,3,2.25,1990,6256,1.0,0,0,3,7,600,1960,0,98033,47.6903,2080,9300
620000.0,3,1.75,1680,28046,1.0,0,3,3,8,500,1948,0,98177,47.7648,2190,26308
319500.0,4,2.75,2500,5100,1.5,0,0,4,7,1080,1907,0,98108,47.523,1430,5100
451300.0,3,2.5,1420,814,2.0,0,0,3,8,280,2008,0,98136,47.5429,1340,1382
667000.0,3,1.0,1400,1581,1.5,0,0,5,8,0,1909,0,98112,47.6221,1860,3861
129000.0,1,1.0,650,15364,1.0,0,0,4,5,0,1967,0,98042,47.3721,1630,7952
550500.0,3,1.75,2540,8280,1.0,0,0,3,7,1270,1949,0,98177,47.7219,1950,8280
500000.0,3,2.25,1690,4964,2.0,0,0,3,8,0,1989,0,98029,47.5756,1800,5036
485000.0,3,1.75,2200,7706,2.0,0,2,3,7,0,1908,1988,98198,47.3878,1170,70973
675000.0,6,1.75,2740,6360,1.0,0,3,3,8,1370,1953,0,98146,47.5062,2150,6600
200000.0,3,2.0,1290,5757,1.0,0,0,3,7,0,1994,0,98092,47.3175,1580,6798
688100.0,4,2.5,2370,10513,2.0,0,0,4,8,0,1987,0,98052,47.6915,2110,9540
605000.0,3,2.5,2610,6405,2.0,0,0,3,8,0,2001,0,98065,47.5373,2580,6285
534000.0,4,2.25,2130,7210,1.0,0,0,5,7,800,1965,0,98008,47.629,1310,7896
571000.0,4,2.25,2290,9900,1.0,0,2,4,8,740,1959,0,98166,47.4434,2320,9900
400000.0,3,1.0,900,4084,1.5,0,0,3,7,0,1910,0,98117,47.684,1280,4080
268500.0,4,1.75,1670,8000,1.0,0,0,4,8,0,1974,0,98023,47.3193,1720,8000
535000.0,3,2.5,1360,1016,3.0,0,0,3,7,50,2003,0,98115,47.6774,1365,1156
159100.0,2,1.0,790,7095,1.0,0,0,3,6,0,1944,0,98178,47.4928,1150,7200
1349000.0,4,3.5,4740,8611,2.0,0,3,3,11,1100,2006,0,98027,47.5375,4042,8321
990000.0,4,2.5,2780,10480,1.0,0,3,3,7,1390,1967,0,98033,47.6597,2860,10506
565000.0,3,1.75,2380,10450,1.0,0,0,3,8,980,1977,0,98052,47.6409,2150,9600
530000.0,3,2.5,1930,7214,2.0,0,0,3,8,0,2005,0,98125,47.7191,1930,7266
428000.0,3,2.25,2600,15000,2.0,0,0,3,9,0,1978,0,98038,47.3719,2380,15000
218000.0,2,2.0,1310,2841,2.0,0,0,3,6,0,2004,0,98038,47.3502,1360,2550
370000.0,3,2.5,1650,1793,3.0,0,0,3,8,0,2007,0,98133,47.7107,1650,1863
428000.0,3,2.5,1650,2201,3.0,0,0,3,8,0,2007,0,98133,47.7108,1650,1965
250000.0,3,2.0,1140,11161,1.0,0,0,4,7,0,1998,0,98022,47.209,1720,8587
386591.0,3,2.5,1690,1613,2.0,0,0,3,8,540,2014,0,98029,47.5518,1690,1662
290000.0,3,2.0,1550,18958,1.5,0,0,3,7,0,1983,0,98198,47.3699,1840,12826
630000.0,4,2.0,2480,3680,1.5,0,0,4,7,1010,1916,0,98116,47.5686,1500,5750
545000.0,4,1.75,2040,53578,1.0,0,0,5,7,880,1959,0,98038,47.3844,2040,53578
605000.0,4,2.5,2800,10786,1.0,0,0,3,8,1380,1970,0,98008,47.5959,2140,10788
310000.0,4,2.5,1930,7014,2.0,0,0,3,8,0,1994,0,98042,47.3921,1990,7920
575000.0,4,2.5,2280,9491,1.0,0,0,4,7,990,1966,0,98008,47.6297,1560,8050
995000.0,5,3.25,4130,7197,2.0,0,0,3,10,0,2012,0,98074,47.6022,3730,7202
375000.0,2,1.0,820,6250,1.0,0,0,4,5,0,1922,0,98136,47.5479,1300,6250
257000.0,3,2.5,1740,3721,2.0,0,0,3,8,0,2009,0,98002,47.3363,2030,3794
536000.0,4,2.25,1990,5948,2.0,0,0,3,8,0,1991,0,98029,47.5712,2150,6459
437000.0,4,1.75,1700,10642,1.0,0,0,4,7,850,1954,0,98006,47.5674,1610,11200
430000.0,2,1.0,1050,2570,1.0,0,0,5,7,200,1927,0,98117,47.6764,1080,2800
638500.0,4,1.75,1770,12462,1.0,0,2,4,8,0,1962,0,98166,47.4355,2310,14810
457000.0,3,2.5,2050,5694,2.0,0,2,3,8,0,2004,0,98065,47.5331,2680,7187
205000.0,2,1.75,1740,5100,1.0,0,0,3,6,1160,1915,0,98108,47.5211,1440,5100
760000.0,4,2.75,3980,285318,2.0,0,2,3,9,0,2006,0,98045,47.4803,2100,105415
568000.0,3,1.75,2050,3520,1.0,0,0,4,7,980,1977,0,98136,47.5536,2050,16083
880000.0,4,2.5,2340,10800,1.0,0,0,3,8,0,1953,2007,98040,47.5715,2650,13500
595000.0,5,3.0,2980,10064,1.0,0,0,3,7,1300,1940,0,98155,47.7372,1590,7800
705000.0,3,2.5,2500,10359,2.0,0,0,3,10,0,1986,0,98074,47.6286,2580,10142
174500.0,2,1.0,1010,5200,1.0,0,0,3,7,0,1955,0,98198,47.4166,1580,7500
226500.0,3,1.75,1640,10762,1.0,0,0,3,7,510,1988,0,98042,47.3586,1680,10259
281000.0,2,1.0,1280,12500,1.0,0,0,3,7,220,1951,0,98178,47.4833,1460,17771
645000.0,4,2.25,2720,18295,1.0,0,0,4,8,720,1979,0,98075,47.5851,2720,18295
571500.0,3,1.0,1300,6710,1.0,0,0,4,6,0,1952,0,98040,47.5851,1630,9946
527700.0,2,2.25,1330,806,3.0,0,0,3,8,0,2009,0,98117,47.6904,1320,1389
280000.0,3,2.25,1360,9600,2.0,0,0,3,7,0,1992,0,98045,47.4687,1200,10400
618000.0,4,1.0,1260,4080,1.0,0,0,4,7,0,1911,0,98105,47.6644,1340,4080
750000.0,4,1.5,1950,6300,1.5,0,1,3,7,300,1944,0,98115,47.6819,1760,6300
570000.0,3,3.5,1460,1021,2.0,0,0,3,8,310,2006,0,98122,47.6169,1460,1245
357500.0,3,1.0,1070,10125,1.0,0,0,3,7,0,1961,0,98033,47.7012,1540,10200
1250000.0,5,3.25,3160,13238,2.0,0,0,5,8,0,1972,0,98040,47.5373,2360,12042
204900.0,3,2.0,1390,8245,1.0,0,0,2,7,0,1984,0,98001,47.2669,1260,8245
208950.0,3,1.0,960,5700,1.0,0,0,4,5,0,1956,0,98056,47.4983,960,5700
630000.0,4,2.5,3220,14463,2.0,0,0,3,8,0,1978,0,98074,47.6261,2550,12109
852880.0,4,3.25,3450,6184,2.0,0,0,3,9,0,2014,0,98074,47.6072,3020,5369
330000.0,3,1.0,2140,5037,1.0,0,0,3,7,0,1957,0,98118,47.5494,1630,6054
122000.0,2,1.0,740,6840,1.0,0,0,3,6,0,1942,0,98126,47.5168,740,6840
699000.0,3,2.5,2370,10968,2.0,0,0,4,9,0,1985,0,98033,47.6679,2380,8144
414000.0,4,2.5,3490,9030,1.5,0,0,4,8,0,1969,0,98023,47.3198,2540,8400
1388000.0,4,2.25,2940,20384,2.0,0,0,4,9,0,1970,0,98004,47.6214,3410,19910
333000.0,4,2.0,1580,7800,2.0,0,0,2,6,0,1906,0,98144,47.5848,1190,4440
965000.0,4,2.5,3570,17411,2.0,0,0,3,10,0,1990,0,98075,47.5617,3510,16153
325000.0,2,1.0,960,4800,1.5,0,0,2,6,0,1912,0,98116,47.5752,1440,4800
330000.0,3,1.0,980,7000,1.0,0,0,3,6,0,1953,0,98133,47.7617,1220,7000
1050000.0,4,3.25,4400,16625,2.0,0,0,3,11,0,2003,0,98075,47.5868,4440,15523
1150000.0,3,2.75,3230,75889,2.0,1,4,3,7,0,1925,1993,98023,47.3344,2560,72229
710000.0,3,2.5,2330,9160,2.0,0,0,3,9,0,1997,0,98006,47.5467,2460,9160
445000.0,3,1.0,1050,5664,1.0,0,0,4,7,140,1947,0,98115,47.6897,1500,5664
1100000.0,5,2.75,2660,8737,1.0,0,4,5,8,1190,1969,0,98006,47.5667,3280,8783
585000.0,3,1.5,1810,3880,1.5,0,0,4,8,500,1929,0,98117,47.6835,1400,3880
420000.0,3,2.5,2370,15375,2.0,0,2,3,9,0,1993,0,98042,47.3803,2450,9800
465750.0,3,2.5,2670,4534,2.0,0,0,3,9,0,2007,0,98056,47.51,3040,5079
335900.0,4,2.75,2475,4000,2.0,0,0,3,7,0,2014,0,98002,47.345,2475,4000
620000.0,4,2.5,2500,8282,2.0,0,0,3,9,0,2013,0,98056,47.5127,2500,8046
210000.0,2,1.0,750,34133,1.0,0,0,3,6,0,1950,0,98168,47.4781,1460,25792
857326.0,3,3.5,3940,11632,2.0,0,0,3,10,0,2014,0,98166,47.438,2015,11632
509500.0,5,2.25,2060,9000,1.0,0,0,4,7,740,1961,0,98007,47.6122,2050,8800
385000.0,6,4.0,2700,7416,1.0,0,0,3,7,1350,1969,0,98108,47.5525,2260,5324
149500.0,3,1.0,1010,9450,1.0,0,0,4,7,0,1959,0,98198,47.3592,1240,9450
380000.0,3,1.0,1160,9375,1.0,0,0,3,7,0,1967,0,98077,47.7419,1160,9650
275000.0,3,1.5,1180,10277,1.0,0,0,3,6,0,1983,0,98045,47.488,1680,11104
750000.0,4,1.5,2030,3300,1.5,0,0,4,8,500,1927,0,98116,47.5855,2610,5400
287450.0,3,2.5,1440,2500,2.0,0,0,3,7,0,2008,0,98146,47.5123,1440,5000
320000.0,3,2.0,2320,7800,1.0,0,0,4,7,1160,1960,0,98168,47.5141,1380,7800
950000.0,5,2.0,2940,5500,2.0,0,0,4,9,600,1909,0,98102,47.6466,2940,5500
362000.0,1,1.0,890,211576,1.5,0,0,3,7,0,1996,0,98019,47.7216,1670,217364
197500.0,2,1.0,820,8860,1.0,0,0,3,6,0,1950,0,98055,47.452,1660,15375
305000.0,3,2.25,1370,6600,2.0,0,0,4,7,0,1993,0,98038,47.3504,1370,6600
445000.0,5,3.0,2420,11250,2.0,0,0,3,8,0,2013,0,98146,47.5082,1510,9950
734000.0,3,1.75,2145,3840,1.5,0,0,5,8,0,1910,0,98103,47.6875,1140,3840
450000.0,3,2.5,2620,14096,2.0,0,0,4,9,0,1989,0,98042,47.3513,3010,14096
839990.0,4,2.75,3660,5637,2.0,0,0,3,9,0,2014,0,98053,47.6845,3625,5639
580000.0,3,2.5,1740,1280,3.0,0,2,3,8,0,2008,0,98116,47.589,1740,1308
235000.0,3,2.0,1900,7980,1.0,0,0,4,7,560,1977,0,98023,47.305,1690,7840
889000.0,4,2.5,2570,4480,1.5,0,0,4,8,990,1927,0,98105,47.6701,2070,4480
640000.0,3,1.0,1210,3720,2.0,0,0,4,8,0,1930,0,98112,47.6317,1560,6000
635000.0,5,3.5,4150,13232,2.0,0,0,3,11,0,2006,0,98003,47.3417,3840,15121
1090000.0,4,2.5,2780,6837,2.0,0,0,3,9,0,2004,0,98033,47.666,1160,6837
1165000.0,4,3.75,3920,4500,3.0,0,0,3,8,0,2013,0,98103,47.6805,2040,3000
340500.0,2,1.0,940,5413,1.0,0,0,3,7,0,1923,0,98115,47.6956,1340,5296
657500.0,4,2.25,2520,10370,2.0,0,0,3,9,0,1980,0,98074,47.6377,2848,12682
365000.0,3,2.5,2653,4510,2.0,0,0,3,8,0,2006,0,98031,47.4145,2653,4927
556000.0,3,1.0,1800,4005,1.5,0,0,4,7,640,1929,0,98117,47.6876,1240,4005
285750.0,3,2.25,1960,17126,1.0,0,0,3,8,560,1966,0,98055,47.4436,2060,11466
928990.0,4,2.5,3570,6054,2.0,0,0,3,9,0,2014,0,98052,47.7053,3600,6050
315000.0,3,1.75,2500,8289,1.0,0,0,4,7,1250,1958,0,98056,47.4973,1710,8205
921800.0,4,2.5,2950,7024,2.0,0,0,3,10,0,2012,0,98199,47.6651,2950,6339
195700.0,3,1.0,1120,5200,1.0,0,0,5,7,0,1976,0,98042,47.3638,1690,5200
650000.0,3,2.0,2800,10501,1.0,0,0,3,7,1400,1954,0,98125,47.7055,2260,6534
380000.0,4,2.5,2110,5306,2.0,0,0,3,8,0,2012,0,98038,47.356,2250,5306
300000.0,3,2.5,1020,1570,2.0,0,0,3,7,300,2004,0,98144,47.5871,1470,1249
320000.0,4,1.5,1310,137214,1.5,0,0,4,7,0,1926,0,98198,47.362,1310,9450
380000.0,3,3.25,2090,51212,1.0,0,0,3,8,580,1989,0,98092,47.3097,2690,40820
309000.0,3,1.0,1820,8142,1.0,0,0,3,7,780,1961,0,98168,47.505,1820,8142
282000.0,3,2.25,1260,915,2.0,0,0,3,8,240,2007,0,98106,47.555,1260,1056
785500.0,4,4.0,3280,8448,2.0,0,0,3,10,0,2007,0,98075,47.5818,3730,8030
332500.0,4,2.5,2220,4720,2.0,0,0,3,7,0,1998,0,98038,47.3541,2090,4717
750000.0,3,1.0,1120,8549,1.0,0,0,3,7,0,1952,0,98004,47.6294,1440,8640
435000.0,2,1.0,1230,3800,1.0,0,0,3,7,0,1928,0,98115,47.6797,1610,3800
340000.0,3,1.0,1250,4800,1.0,0,0,4,7,0,1951,0,98126,47.5517,1404,4800
1760000.0,4,5.0,6055,21630,1.0,0,3,4,12,2500,1996,0,98006,47.5524,4890,19223
350000.0,2,1.0,1350,3880,1.0,0,0,3,6,400,1927,0,98103,47.6842,1670,3920
292000.0,3,1.75,1650,14633,1.0,0,0,4,7,0,1958,0,98056,47.4984,1370,12495
1425000.0,5,3.0,2840,6240,2.0,0,0,5,9,400,1905,0,98112,47.6285,2940,6000
900000.0,6,3.0,3020,13783,2.0,0,0,3,8,0,1952,2002,98040,47.5722,1720,13500
240000.0,2,1.5,1670,9880,1.0,0,0,4,7,0,1941,1963,98146,47.4864,1670,9807
306000.0,4,2.5,2490,8124,2.0,0,0,3,7,0,2001,0,98092,47.3347,2760,6300
725000.0,3,1.75,1860,6000,2.0,0,2,4,8,0,1959,0,98144,47.5981,3030,7119
